Country Name,Year,Primary Enrollment,GDP
Belgium,2001,771889.0,296130423579.759
Belgium,2001,771889.0,264334900000.0
Belgium,2001,771889.0,21.3136063380204
Belgium,2001,771889.0,2.12434889394906
Belgium,2001,771889.0,90514394471.0547
Belgium,2001,771889.0,81580300000.0
Belgium,2001,771889.0,56339300000.0
Belgium,2001,771889.0,50459140642.0079
Belgium,2001,771889.0,-1.80351566374964
Belgium,2001,771889.0,
Belgium,2001,771889.0,386693207655.22
Belgium,2001,771889.0,348525205000.0
Belgium,2001,771889.0,269279500000.0
Belgium,2001,771889.0,241174671366.339
Belgium,2001,771889.0,0.386763238574162
Belgium,2001,771889.0,37592.0455171374
Belgium,2001,771889.0,33881.5761716491
Belgium,2001,771889.0,26177.7735435621
Belgium,2001,771889.0,0.0792407307856848
Belgium,2001,771889.0,24460.0
Belgium,2001,771889.0,45220.3575909174
Belgium,2001,771889.0,29330.0
Belgium,2001,771889.0,251585511594.329
Belgium,2001,771889.0,465162373784.003
Belgium,2001,771889.0,301669784793.251
Belgium,2001,771889.0,269279500000.0
Belgium,2001,771889.0,2.37345763930582
Belgium,2001,771889.0,2700100000.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,3.25931878406234
Belgium,2001,771889.0,3666599999.99998
Belgium,2001,771889.0,
Belgium,2001,771889.0,22.6338254993949
Belgium,2001,771889.0,-2.70387844554779
Belgium,2001,771889.0,78663465383.7109
Belgium,2001,771889.0,70899100000.0
Belgium,2001,771889.0,59829100000.0
Belgium,2001,771889.0,53584708567.2835
Belgium,2001,771889.0,339598358202.643
Belgium,2001,771889.0,26.2809035053638
Belgium,2001,771889.0,69469600000.0
Belgium,2001,771889.0,62219025027.7166
Belgium,2001,771889.0,22.3902708268942
Belgium,2001,771889.0,1.62608580479244
Belgium,2001,771889.0,81726053815.7031
Belgium,2001,771889.0,73659400000.0
Belgium,2001,771889.0,59185300000.0
Belgium,2001,771889.0,53008102277.441
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,96.3529219940311
Belgium,2001,771889.0,366417186885.351
Belgium,2001,771889.0,330250500000.0
Belgium,2001,771889.0,254694400000.0
Belgium,2001,771889.0,228111825143.937
Belgium,2001,771889.0,77.1215789226663
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,329199686482.226
Belgium,2001,771889.0,296706500000.0
Belgium,2001,771889.0,236804200000.0
Belgium,2001,771889.0,212088833770.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,6.62
Belgium,2001,771889.0,52.4054901566157
Belgium,2001,771889.0,0.943254603682945
Belgium,2001,771889.0,196958509317.969
Belgium,2001,771889.0,177518000000.0
Belgium,2001,771889.0,138526000000.0
Belgium,2001,771889.0,124067975934.646
Belgium,2001,771889.0,19147.151024877
Belgium,2001,771889.0,0.59665551840942
Belgium,2001,771889.0,214281427335.905
Belgium,2001,771889.0,149736955602.948
Belgium,2001,771889.0,138526000000.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,6.0183261313
Belgium,2001,771889.0,7.1677092511
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,95.0
Belgium,2001,771889.0,60.0
Belgium,2001,771889.0,82.0
Belgium,2001,771889.0,62.2085684808
Belgium,2001,771889.0,100.8985527
Belgium,2001,771889.0,102.5430481
Belgium,2001,771889.0,67.964880914325
Belgium,2001,771889.0,-0.755473781565215
Belgium,2001,771889.0,
Belgium,2001,771889.0,235377612181.64
Belgium,2001,771889.0,212145000000.0
Belgium,2001,771889.0,179654900000.0
Belgium,2001,771889.0,160904233210.669
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,15.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,31.28839551
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,24.3121509872514
Belgium,2001,771889.0,0.427099919882949
Belgium,2001,771889.0,77744566807.6953
Belgium,2001,771889.0,70070900000.0
Belgium,2001,771889.0,64265500000.0
Belgium,2001,771889.0,57558079403.3465
Belgium,2001,771889.0,75433.6529993822
Belgium,2001,771889.0,2.46925823086078
Belgium,2001,771889.0,1.98280272084905
Belgium,2001,771889.0,1.98280272084905
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,2.73281606229115
Belgium,2001,771889.0,1.95291353329902
Belgium,2001,771889.0,3.54513918016103
Belgium,2001,771889.0,13.8463269466247
Belgium,2001,771889.0,14.0021991912594
Belgium,2001,771889.0,15751900000.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,10878000000.0
Belgium,2001,771889.0,1102000000.0
Belgium,2001,771889.0,9776000000.0
Belgium,2001,771889.0,6452000.0
Belgium,2001,771889.0,6570000.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,8304000000.0
Belgium,2001,771889.0,1417000000.0
Belgium,2001,771889.0,6887000000.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,29.9009990692139
Belgium,2001,771889.0,29.9599990844727
Belgium,2001,771889.0,37.1030006408691
Belgium,2001,771889.0,37.1599998474121
Belgium,2001,771889.0,33.5870018005371
Belgium,2001,771889.0,33.6100006103516
Belgium,2001,771889.0,41.8489990234375
Belgium,2001,771889.0,41.8699989318848
Belgium,2001,771889.0,54.32
Belgium,2001,771889.0,60.4790000915527
Belgium,2001,771889.0,60.5099983215332
Belgium,2001,771889.0,72.62
Belgium,2001,771889.0,50.8899993896484
Belgium,2001,771889.0,50.8899993896484
Belgium,2001,771889.0,63.54
Belgium,2001,771889.0,82.2600021362305
Belgium,2001,771889.0,80.0100021362305
Belgium,2001,771889.0,84.5299987792969
Belgium,2001,771889.0,36.8800010681152
Belgium,2001,771889.0,26.0200004577637
Belgium,2001,771889.0,48.4000015258789
Belgium,2001,771889.0,65.1699981689453
Belgium,2001,771889.0,56.1500015258789
Belgium,2001,771889.0,73.6900024414063
Belgium,2001,771889.0,42.3268433225573
Belgium,2001,771889.0,4321924.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,30280.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,287000.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,87.64619165
Belgium,2001,771889.0,81.2
Belgium,2001,771889.0,74.9
Belgium,2001,771889.0,77.9731707317073
Belgium,2001,771889.0,0.0123744601615876
Belgium,2001,771889.0,8100.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,159.0
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,98.36
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,7.21766519999999
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,
Belgium,2001,771889.0,12.0
Belgium,2001,771889.0,18.958063329831
Belgium,2001,771889.0,
Belgium,2001,771889.0,78.6929681644753
Belgium,2001,771889.0,77.2286342690394
Belgium,2001,771889.0,17.0405421304565
Belgium,2001,771889.0,0.709395050702753
Belgium,2001,771889.0,52924097736.6796
